,uniqueid,year,treat,returnyear,groupid,doctoral_graduation_year,post,treat_post,gender,cohort,discipline,bachelor_university,doctoral_university,region_bf_rcrt,doc_region,num_of_pub,q12_num,q1_num,top10_num,fa_pub,fa_q12pub,fa_q1pub,fa_top10pub,la_pub,la_q12pub,la_q1pub,la_top10pub,teamsize,teamsize_nlg,grant,grant_nlg,pi,alumni,recruit_institution,recruit_type,phd_overall_rank,phd_field_rank,bc_overall_rank,recruit_position,top10_productivity,year_index,counterfactual_num_of_pub,counterfactual_top10_num,counterfactual_fa_pub,counterfactual_fa_q1pub,counterfactual_la_pub,counterfactual_la_q1pub
5887,1_717,2017,1,2012,717,2009,1,1,Male,4,INFORMATION SCIENCE,Wuhan University,Iowa State University,USA,USA,2.0,2,1,0.0,0.0,0,0.0,0,1.0,1,1.0,0,1,0,337263.56,18589.336,0.0,0,Beijing Computational Science Research Center,Other,246,321,18.0,Assistant Professor,0.0,5,0.9409281556403849,0.20053213975214867,0.0,0.0,0.7510343363734939,0.5778526004218829
5888,1_717,2013,1,2012,717,2009,0,0,Male,4,INFORMATION SCIENCE,Wuhan University,Iowa State University,USA,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,Beijing Computational Science Research Center,Other,246,321,18.0,Assistant Professor,0.0,1,0.0,0.0,0.2639116436975172,0.25433111949791065,0.0,0.0
5889,1_717,2010,1,2012,717,2009,0,0,Male,4,INFORMATION SCIENCE,Wuhan University,Iowa State University,USA,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,Beijing Computational Science Research Center,Other,246,321,18.0,Assistant Professor,0.0,-2,0.0,0.0,0.4539237313652774,0.4071472698632195,0.0,0.0
5890,1_717,2016,1,2012,717,2009,1,1,Male,4,INFORMATION SCIENCE,Wuhan University,Iowa State University,USA,USA,1.0,1,1,0.0,0.0,0,0.0,0,1.0,1,1.0,0,0,1,19498.064,353750.5,0.0,0,Beijing Computational Science Research Center,Other,246,321,18.0,Assistant Professor,0.0,4,0.5537620326188589,0.276928145412932,0.012413812980432922,0.022876080888399458,0.5157811538551369,0.46695974844496135
5891,1_717,2014,1,2012,717,2009,1,1,Male,4,INFORMATION SCIENCE,Wuhan University,Iowa State University,USA,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,375395.25,0.0,0,Beijing Computational Science Research Center,Other,246,321,18.0,Assistant Professor,0.0,2,0.0,0.0,0.12528091452172102,0.15745145318942225,0.0,0.0
5892,1_717,2019,1,2012,717,2009,1,1,Male,4,INFORMATION SCIENCE,Wuhan University,Iowa State University,USA,USA,2.0,2,1,0.0,0.0,0,0.0,0,2.0,2,1.0,0,0,0,335340.0,18483.313,0.0,0,Beijing Computational Science Research Center,Other,246,321,18.0,Assistant Professor,0.0,7,1.7589136382625221,0.7762072837260254,0.0,0.0,1.1344813151161766,0.8684076596300702
5893,0_697,2011,0,2013,719,2007,0,0,Male,4,PHYSICS AND MATHEMATICS,Peking University,Vanderbilt University,,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,81,201,5.0,,,-2,,,,,,
5894,0_697,2019,0,2013,719,2007,1,0,Male,4,PHYSICS AND MATHEMATICS,Peking University,Vanderbilt University,,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,18,0.0,246296.14,,0,,,81,201,5.0,,,6,,,,,,
5895,0_697,2012,0,2013,719,2007,0,0,Male,4,PHYSICS AND MATHEMATICS,Peking University,Vanderbilt University,,USA,1.0,1,0,0.0,1.0,1,0.0,0,0.0,0,0.0,0,0,2,0.0,0.0,,0,,,81,201,5.0,,,-1,,,,,,
5896,0_697,2010,0,2013,719,2007,0,0,Male,4,PHYSICS AND MATHEMATICS,Peking University,Vanderbilt University,,USA,2.0,2,2,0.0,2.0,2,2.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,81,201,5.0,,,-3,,,,,,
5897,0_697,2013,0,2013,719,2007,0,0,Male,4,PHYSICS AND MATHEMATICS,Peking University,Vanderbilt University,,USA,2.0,2,0,0.0,0.0,0,0.0,0,1.0,1,0.0,0,2,0,0.0,0.0,,0,,,81,201,5.0,,,0,,,,,,
5898,0_697,2018,0,2013,719,2007,1,0,Male,4,PHYSICS AND MATHEMATICS,Peking University,Vanderbilt University,,USA,1.0,1,1,0.0,1.0,1,1.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,81,201,5.0,,,5,,,,,,
5899,0_697,2008,0,2013,719,2007,0,0,Male,4,PHYSICS AND MATHEMATICS,Peking University,Vanderbilt University,,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,81,201,5.0,,,-5,,,,,,
5900,0_697,2015,0,2013,719,2007,1,0,Male,4,PHYSICS AND MATHEMATICS,Peking University,Vanderbilt University,,USA,4.0,4,2,0.0,3.0,3,2.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,81,201,5.0,,,2,,,,,,
5901,0_697,2016,0,2013,719,2007,1,0,Male,4,PHYSICS AND MATHEMATICS,Peking University,Vanderbilt University,,USA,3.0,3,2,0.0,2.0,2,2.0,0,0.0,0,0.0,0,0,8,0.0,0.0,,0,,,81,201,5.0,,,3,,,,,,
5902,0_697,2017,0,2013,719,2007,1,0,Male,4,PHYSICS AND MATHEMATICS,Peking University,Vanderbilt University,,USA,2.0,2,2,1.0,1.0,1,1.0,0,1.0,1,1.0,1,8,0,0.0,0.0,,0,,,81,201,5.0,,,4,,,,,,
5903,0_697,2014,0,2013,719,2007,0,0,Male,4,PHYSICS AND MATHEMATICS,Peking University,Vanderbilt University,,USA,2.0,2,1,1.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,81,201,5.0,,,1,,,,,,
5904,0_697,2009,0,2013,719,2007,0,0,Male,4,PHYSICS AND MATHEMATICS,Peking University,Vanderbilt University,,USA,1.0,1,1,0.0,1.0,1,1.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,81,201,5.0,,,-4,,,,,,
5905,1_719,2009,1,2013,719,2008,0,0,Male,4,PHYSICS AND MATHEMATICS,Ocean University of China,Vanderbilt University,USA,USA,1.0,1,1,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,Beijing Computational Science Research Center,Other,81,201,95.0,Professor,0.0,-4,0.0,0.0,0.3678560888146205,0.31305483320388916,0.0,0.0
5906,1_719,2010,1,2013,719,2008,0,0,Male,4,PHYSICS AND MATHEMATICS,Ocean University of China,Vanderbilt University,USA,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,Beijing Computational Science Research Center,Other,81,201,95.0,Professor,0.0,-3,0.0,0.0,0.30761765288276255,0.2691646770344882,0.0,0.0
5907,1_719,2011,1,2013,719,2008,0,0,Male,4,PHYSICS AND MATHEMATICS,Ocean University of China,Vanderbilt University,USA,USA,1.0,1,1,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,Beijing Computational Science Research Center,Other,81,201,95.0,Professor,0.0,-2,0.0,0.0,0.2967154503352962,0.27838881021476725,0.0,0.0
5908,1_719,2014,1,2013,719,2008,0,0,Male,4,PHYSICS AND MATHEMATICS,Ocean University of China,Vanderbilt University,USA,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,354704.19,0.0,0,Beijing Computational Science Research Center,Other,81,201,95.0,Professor,0.0,1,0.33382394883607136,0.2132307312224453,0.0,0.0,0.0,0.029332804919377953
5909,1_719,2012,1,2013,719,2008,0,0,Male,4,PHYSICS AND MATHEMATICS,Ocean University of China,Vanderbilt University,USA,USA,1.0,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,Beijing Computational Science Research Center,Other,81,201,95.0,Professor,0.0,-1,0.0,0.0,0.257792454503329,0.21404816194855214,0.0,0.0
5910,1_719,2017,1,2013,719,2008,1,1,Male,4,PHYSICS AND MATHEMATICS,Ocean University of China,Vanderbilt University,USA,USA,1.0,1,1,1.0,0.0,0,0.0,0,1.0,1,1.0,1,2,0,318686.19,11.950287,0.0,0,Beijing Computational Science Research Center,Other,81,201,95.0,Professor,0.0,4,0.8975166783777285,0.26125023363388644,0.0,0.0,0.5774905323928519,0.4621319531135396
5911,1_719,2013,1,2013,719,2008,0,0,Male,4,PHYSICS AND MATHEMATICS,Ocean University of China,Vanderbilt University,USA,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,Beijing Computational Science Research Center,Other,81,201,95.0,Professor,0.0,0,0.0,0.0,0.11760556521500232,0.11634852666917939,0.0,0.0
5912,1_719,2016,1,2013,719,2008,1,1,Male,4,PHYSICS AND MATHEMATICS,Ocean University of China,Vanderbilt University,USA,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0.0,334264.97,0.0,0,Beijing Computational Science Research Center,Other,81,201,95.0,Professor,0.0,3,0.5103505553562026,0.33764623929466975,0.0,0.0,0.3422373498744946,0.35123910113661794
5913,1_719,2018,1,2013,719,2008,1,1,Male,4,PHYSICS AND MATHEMATICS,Ocean University of China,Vanderbilt University,USA,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,315295.09,11.823126,0.0,0,Beijing Computational Science Research Center,Other,81,201,95.0,Professor,0.0,5,1.3911863280565795,0.7055961665473875,0.0,0.0,0.7756421922550389,0.5870098974771302
5914,1_719,2019,1,2013,719,2008,1,1,Male,4,PHYSICS AND MATHEMATICS,Ocean University of China,Vanderbilt University,USA,USA,1.0,1,1,1.0,0.0,0,0.0,0,1.0,1,1.0,1,1,2,316868.59,0.0,0.0,0,Beijing Computational Science Research Center,Other,81,201,95.0,Professor,0.0,6,1.7155021609998657,0.8369253776077632,0.0,0.0,0.9609375111355343,0.7526870123217267
5915,1_719,2015,1,2013,719,2008,1,1,Male,4,PHYSICS AND MATHEMATICS,Ocean University of China,Vanderbilt University,USA,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,344454.41,0.0,0,Beijing Computational Science Research Center,Other,81,201,95.0,Professor,0.0,2,0.0,0.0,0.0,0.0,0.0,0.030096473556505132
5916,1_1,2017,2,2011,1,2006,1,1,Male,1,PHYSICS AND MATHEMATICS,Peking University,Columbia University,USA,USA,4.995704680306651,7,6,3.4755291770281036,0.11658870503492808,0,0.08197934144702676,0,1.3564340139824744,2,1.2043708304362735,2,10,8,629202.63,543125.81,0.0,0,Fudan University,C9?CAS,21,48,5.0,Professor,1.0,6,,,,,,
5917,1_1,2011,2,2011,1,2006,0,0,Male,1,PHYSICS AND MATHEMATICS,Peking University,Columbia University,USA,USA,3.0,3,3,3.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,450000.0,0.0,0,Fudan University,C9?CAS,21,48,5.0,Professor,1.0,0,,,,,,
5918,1_1,2014,2,2011,1,2006,1,1,Male,1,PHYSICS AND MATHEMATICS,Peking University,Columbia University,USA,USA,3.6270241508825616,1,1,2.9827504801854645,0.31702506929542457,0,0.2899425754687879,0,0.31857846394002864,0,0.3620603492473219,0,0,6,119712.69,474418.19,0.0,0,Fudan University,C9?CAS,21,48,5.0,Professor,1.0,3,,,,,,
5919,1_1,2012,2,2011,1,2006,0,0,Male,1,PHYSICS AND MATHEMATICS,Peking University,Columbia University,USA,USA,3.5724829132399343,1,1,3.039150407091991,0.5958426877595475,0,0.48452187705664906,0,0.14771384203646254,0,0.2942081989598184,0,0,0,0.0,500795.56,0.0,0,Fudan University,C9?CAS,21,48,5.0,Professor,1.0,1,,,,,,
5920,1_1,2013,2,2011,1,2006,1,1,Male,1,PHYSICS AND MATHEMATICS,Peking University,Columbia University,USA,USA,3.093520108628764,1,1,2.711032244562276,0.4597992268905448,0,0.4136455800197554,0,0.02002586571612186,0,0.15763696980143904,0,0,0,122816.59,486718.88,0.0,0,Fudan University,C9?CAS,21,48,5.0,Professor,1.0,2,,,,,,
5921,1_1,2018,2,2011,1,2006,1,1,Male,1,PHYSICS AND MATHEMATICS,Peking University,Columbia University,USA,USA,5.489374329985502,4,2,3.919875109941605,0.18907669908138475,1,0.11554675193372102,0,1.554585673844662,1,1.329248774799864,1,8,13,629202.63,646118.06,0.0,0,Fudan University,C9?CAS,21,48,5.0,Professor,1.0,7,,,,,,
5922,1_1,2015,2,2011,1,2006,1,1,Male,1,PHYSICS AND MATHEMATICS,Peking University,Columbia University,USA,USA,4.0520130080248045,6,6,3.1502508378543683,0.22269432085333157,0,0.19262210011761807,0,0.7501094685686085,2,0.7723353508792391,2,6,15,460691.81,426247.75,0.0,0,Fudan University,C9?CAS,21,48,5.0,Professor,1.0,4,,,,,,
5923,1_1,2019,2,2011,1,2006,1,1,Male,1,PHYSICS AND MATHEMATICS,Peking University,Columbia University,USA,USA,5.813690162928788,4,4,4.051204321001981,0.1320554763357153,0,0.09117481431481747,0,1.7398809927251564,2,1.4949258896444606,2,13,6,540028.13,683563.06,0.0,0,Fudan University,C9?CAS,21,48,5.0,Professor,1.0,8,,,,,,
5924,1_1,2016,2,2011,1,2006,1,1,Male,1,PHYSICS AND MATHEMATICS,Peking University,Columbia University,USA,USA,4.608538557285125,8,8,3.551925182688887,0.20415796775413647,0,0.15536720316776512,0,1.1211808314641174,3,1.0934779784593518,3,15,10,447063.94,682486.44,0.0,0,Fudan University,C9?CAS,21,48,5.0,Professor,1.0,5,,,,,,
5925,1_4,2013,2,2012,4,2008,0,0,Male,1,PHYSICS AND MATHEMATICS,Peking University,Princeton University,USA,USA,1.4523689026704685,3,2,0.8696809528031568,0.5965917466810198,2,0.49573630276560005,1,1.530156213314389,3,1.4411292600051455,1,0,1,0.0,363900.94,0.0,1,Peking University,T2,113,26,5.0,Professor,0.0,1,,,,,,
5926,1_4,2018,2,2012,4,2008,1,1,Male,1,PHYSICS AND MATHEMATICS,Peking University,Princeton University,USA,USA,3.0432353241447743,1,1,1.6337646237512877,0.3300126472911837,0,0.2244608129220447,0,2.616552314102611,1,2.2032297320087806,0,0,0,163947.34,160006.31,0.0,1,Peking University,T2,113,26,5.0,Professor,0.0,6,,,,,,
5927,1_4,2016,2,2012,4,2008,1,1,Male,1,PHYSICS AND MATHEMATICS,Peking University,Princeton University,USA,USA,2.1623995514443974,3,3,1.26581469649857,0.3450939159639354,1,0.26428126415608877,0,2.1831474717220667,3,1.9674589356682683,2,0,0,334252.44,173811.31,0.0,1,Peking University,T2,113,26,5.0,Professor,0.0,4,,,,,,
5928,1_4,2012,2,2012,4,2008,0,0,Male,1,PHYSICS AND MATHEMATICS,Peking University,Princeton University,USA,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,1,Peking University,T2,113,26,5.0,Professor,0.0,0,,,,,,
5929,1_4,2017,2,2012,4,2008,1,1,Male,1,PHYSICS AND MATHEMATICS,Peking University,Princeton University,USA,USA,2.5495656744659234,3,3,1.1894186908377866,0.25752465324472706,0,0.19089340243535044,0,2.4184006542404237,3,2.07835178764519,2,0,0,468451.16,177660.94,0.0,1,Peking University,T2,113,26,5.0,Professor,0.0,5,,,,,,
5930,1_4,2014,2,2012,4,2008,1,1,Male,1,PHYSICS AND MATHEMATICS,Peking University,Princeton University,USA,USA,1.1808851450418336,2,2,0.6966399939951473,0.4579610175052235,0,0.39885663645711156,0,1.3805451041979775,2,1.2360413064562383,2,1,0,0.0,354704.19,0.0,1,Peking University,T2,113,26,5.0,Professor,0.0,2,,,,,,
5931,1_4,2015,2,2012,4,2008,1,1,Male,1,PHYSICS AND MATHEMATICS,Peking University,Princeton University,USA,USA,1.605874002184077,4,4,0.8641403516640509,0.3636302690631305,1,0.3015361611059417,0,1.8120761088265576,4,1.6463163080881555,3,0,0,344441.5,161887.55,0.0,1,Peking University,T2,113,26,5.0,Professor,0.0,3,,,,,,
5932,1_15,2016,2,2011,15,2006,1,1,Male,1,PHYSICS AND MATHEMATICS,Huazhong University of Science and Technology,Rutgers University,USA,USA,1.762384711131419,2,1,0.6288482596120195,0.12723489083102985,0,0.1553672031677429,0,0.5827192930026608,0,0.47809336307480843,0,0,0,584941.81,300827.28,0.0,1,Peking University,T2,95,240,6.0,Associate Professor,0.0,5,,,,,,
5933,1_15,2011,2,2011,15,2006,0,0,Male,1,PHYSICS AND MATHEMATICS,Huazhong University of Science and Technology,Rutgers University,USA,USA,2.0,2,2,1.0,2.0,2,2.0,1,0.0,0,0.0,0,0,0,0.0,0.0,0.0,1,Peking University,T2,95,240,6.0,Associate Professor,0.0,0,,,,,,
5934,1_15,2012,2,2011,15,2006,0,0,Male,1,PHYSICS AND MATHEMATICS,Huazhong University of Science and Technology,Rutgers University,USA,USA,0.726329067086228,1,1,0.11607348401512374,0.5189196108364409,1,0.48452187705662686,0,0.0,0,0.0,0,0,0,0.0,655246.56,0.0,1,Peking University,T2,95,240,6.0,Associate Professor,0.0,1,,,,,,
5935,1_15,2015,2,2011,15,2006,1,1,Male,1,PHYSICS AND MATHEMATICS,Huazhong University of Science and Technology,Rutgers University,USA,USA,1.2058591618710985,1,1,0.22717391477750049,0.14577124393022495,0,0.19262210011759598,0,0.21164793010715188,0,0.15695073549469585,0,0,0,602772.69,309997.41,0.0,1,Peking University,T2,95,240,6.0,Associate Professor,0.0,4,,,,,,
5936,1_15,2014,2,2011,15,2006,1,1,Male,1,PHYSICS AND MATHEMATICS,Huazhong University of Science and Technology,Rutgers University,USA,USA,0.7808703047288551,0,0,0.0596735571085969,0.24010199237231794,0,0.2899425754687657,0,0.0,0,0.0,0,0,0,266028.19,620732.38,0.0,1,Peking University,T2,95,240,6.0,Associate Professor,0.0,3,,,,,,
5937,1_15,2019,2,2011,15,2006,1,1,Male,1,PHYSICS AND MATHEMATICS,Huazhong University of Science and Technology,Rutgers University,USA,USA,2.967536316775082,3,3,1.128127397925113,0.05513239941260867,0,0.09117481431479538,0,1.2014194542637002,1,0.8795412742599175,0,3,0,285171.09,47528.516,0.0,1,Peking University,T2,95,240,6.0,Associate Professor,0.0,8,,,,,,
5938,1_15,2013,2,2011,15,2006,1,1,Male,1,PHYSICS AND MATHEMATICS,Huazhong University of Science and Technology,Rutgers University,USA,USA,0.24736626247505755,0,0,0.0,0.3828761499674382,0,0.4136455800197332,0,0.0,0,0.0,0,0,0,0.0,636826.69,0.0,1,Peking University,T2,95,240,6.0,Associate Professor,0.0,2,,,,,,
5939,1_15,2018,2,2011,15,2006,1,1,Male,1,PHYSICS AND MATHEMATICS,Huazhong University of Science and Technology,Rutgers University,USA,USA,2.643220483831796,3,2,0.9967981868647373,0.11215362215827812,0,0.11554675193369882,0,1.0161241353832051,1,0.7138641594153207,0,3,3,283755.03,47292.504,0.0,1,Peking University,T2,95,240,6.0,Associate Professor,0.0,7,,,,,,
5940,1_15,2017,2,2011,15,2006,1,1,Male,1,PHYSICS AND MATHEMATICS,Huazhong University of Science and Technology,Rutgers University,USA,USA,2.149550834152945,2,1,0.5524522539512362,0.03966562811182145,0,0.08197934144700461,0,0.8179724755210178,0,0.5889862150517303,0,0,3,605481.13,286806.88,0.0,1,Peking University,T2,95,240,6.0,Associate Professor,0.0,6,,,,,,
5941,1_19,2015,2,2012,19,2005,1,1,Male,1,PHYSICS AND MATHEMATICS,Tsinghua University,Duke University,USA,USA,1.3659633766292805,2,2,0.26746665885216747,0.3996579128433279,1,0.08916686536469623,0,0.30740575486019983,1,0.2241417495320085,0,1,0,362668.19,38319.125,1.0,0,Shanghai Jiao Tong University,C9?CAS,33,94,1.0,Special Investigator,0.0,3,,,,,,
5942,1_19,2013,2,2012,19,2005,0,0,Male,1,PHYSICS AND MATHEMATICS,Tsinghua University,Duke University,USA,USA,1.212458277115672,0,0,0.2730072599912734,0.6326193904612172,0,0.28336700702435436,0,0.025485859348031437,0,0.018954701448998468,0,0,0,0.0,383157.34,1.0,0,Shanghai Jiao Tong University,C9?CAS,33,94,1.0,Special Investigator,0.0,1,,,,,,
5943,1_19,2016,2,2012,19,2005,1,1,Male,1,PHYSICS AND MATHEMATICS,Tsinghua University,Duke University,USA,USA,1.922488925889601,0,0,0.6691410036866865,0.3811215597441328,0,0.05191196841484305,0,0.678477117755709,0,0.5452843771121213,0,0,0,371438.03,23397.678,1.0,0,Shanghai Jiao Tong University,C9?CAS,33,94,1.0,Special Investigator,0.0,4,,,,,,
5944,1_19,2019,2,2012,19,2005,1,1,Male,1,PHYSICS AND MATHEMATICS,Tsinghua University,Duke University,USA,USA,3.127640531533264,4,3,1.16842014199978,0.30901906832571163,1,0.0,0,1.2971772790167484,1,0.9467322882972301,0,0,0,22179.975,44993.664,1.0,0,Shanghai Jiao Tong University,C9?CAS,33,94,1.0,Special Investigator,0.0,7,,,,,,
5945,1_19,2018,2,2012,19,2005,1,1,Male,1,PHYSICS AND MATHEMATICS,Tsinghua University,Duke University,USA,USA,2.803324698589978,1,0,1.0370909309394043,0.3660402910713811,0,0.012091517180798955,0,1.1118819601362533,0,0.7810551734526335,0,0,0,22069.836,44770.238,1.0,0,Shanghai Jiao Tong University,C9?CAS,33,94,1.0,Special Investigator,0.0,6,,,,,,
5946,1_19,2014,2,2012,19,2005,1,1,Male,1,PHYSICS AND MATHEMATICS,Tsinghua University,Duke University,USA,USA,0.940974519487037,3,2,0.09996630118326388,0.4939886612854209,2,0.18648734071586584,1,0.0,1,0.0,1,0,1,18769.768,394165.03,1.0,0,Shanghai Jiao Tong University,C9?CAS,33,94,1.0,Special Investigator,0.0,2,,,,,,
5947,1_19,2017,2,2012,19,2005,1,1,Male,1,PHYSICS AND MATHEMATICS,Tsinghua University,Duke University,USA,USA,2.309655048911127,1,1,0.5927449980259032,0.29355229702492436,0,0.0,0,0.9137303002740658,0,0.656177229089043,0,0,0,354126.75,22307.201,1.0,0,Shanghai Jiao Tong University,C9?CAS,33,94,1.0,Special Investigator,0.0,5,,,,,,
5948,1_19,2012,2,2012,19,2005,0,0,Male,1,PHYSICS AND MATHEMATICS,Tsinghua University,Duke University,USA,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,70555.555,1.0,0,Shanghai Jiao Tong University,C9?CAS,33,94,1.0,Special Investigator,0.0,0,,,,,,
5949,1_27,2016,2,2012,27,2009,1,1,Male,1,CHEMISTRY,Wuhan University,University of Rochester,USA,USA,9.553762032618854,17,15,6.076928145412927,0.5124138129804233,0,0.3228760808883915,0,6.115781153855155,12,5.566959748444979,8,16,19,374362.75,80220.609,0.0,0,University of Science and Technology of China,C9?CAS,198,202,18.0,Professor,0.0,4,,,,,,
5950,1_27,2014,2,2012,27,2009,1,1,Male,1,CHEMISTRY,Wuhan University,University of Rochester,USA,USA,8.57224762621629,5,5,5.507753442909504,0.6252809145217114,0,0.45745145318941427,0,5.313178786331067,1,4.835542119232949,0,0,14,0.0,397268.69,0.0,0,University of Science and Technology of China,C9?CAS,198,202,18.0,Professor,0.0,2,,,,,,
5951,1_27,2015,2,2012,27,2009,1,1,Male,1,CHEMISTRY,Wuhan University,University of Rochester,USA,USA,8.997236483358535,18,17,5.675253800578407,0.5309501660796184,0,0.36013097783824444,0,5.7447097909596465,12,5.245817120864866,5,14,16,385774.47,82665.977,0.0,0,University of Science and Technology of China,C9?CAS,198,202,18.0,Professor,0.0,3,,,,,,
5952,1_27,2018,2,2012,27,2009,1,1,Male,1,CHEMISTRY,Wuhan University,University of Rochester,USA,USA,10.434597805319232,11,10,6.444878072665643,0.49733254430767165,0,0.2830556296543474,0,6.5491859962357,7,5.802730544785491,4,15,25,75668.008,66209.508,0.0,0,University of Science and Technology of China,C9?CAS,198,202,18.0,Professor,0.0,6,,,,,,
5953,1_27,2012,2,2012,27,2009,0,0,Male,1,CHEMISTRY,Wuhan University,University of Rochester,USA,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,University of Science and Technology of China,C9?CAS,198,202,18.0,Professor,0.0,0,,,,,,
5954,1_27,2019,2,2012,27,2009,1,1,Male,1,CHEMISTRY,Wuhan University,University of Rochester,USA,USA,10.758913638262516,13,12,6.576207283726019,0.4403113215620022,0,0.25868369203544384,0,6.734481315116195,9,5.9684076596300875,7,25,22,76045.625,66539.922,0.0,0,University of Science and Technology of China,C9?CAS,198,202,18.0,Professor,0.0,7,,,,,,
5955,1_27,2017,2,2012,27,2009,1,1,Male,1,CHEMISTRY,Wuhan University,University of Rochester,USA,USA,9.94092815564038,18,18,6.000532139752142,0.42484455026121504,0,0.2494882191676532,0,6.3510343363735124,16,5.677852600421901,9,19,15,395156.06,76481.836,0.0,0,University of Science and Technology of China,C9?CAS,198,202,18.0,Professor,0.0,5,,,,,,
5956,1_27,2013,2,2012,27,2009,0,0,Male,1,CHEMISTRY,Wuhan University,University of Rochester,USA,USA,8.843731383844926,4,4,5.680794401717513,0.7639116436975077,2,0.5543311194979028,2,5.462789895447478,1,5.040630072781856,1,0,0,0.0,407569.06,0.0,0,University of Science and Technology of China,C9?CAS,198,202,18.0,Professor,0.0,1,,,,,,
5957,1_36,2012,2,2011,36,2008,0,0,Male,1,CHEMISTRY,Qilu University of Technology,Clemson University,USA,USA,7.4572789987040355,6,6,5.210543833113125,1.002375126505248,1,0.9534610883273638,1,1.8825695834739749,0,1.6297849826720385,0,0,0,0.0,374426.56,0.0,1,Jilin University,Other,628,859,161.0,Professor,1.0,1,,,,,,
5958,1_36,2017,2,2011,36,2008,1,1,Male,1,CHEMISTRY,Qilu University of Technology,Clemson University,USA,USA,8.880500765770751,11,9,5.646922603049237,0.5231211437806285,0,0.5509185527177414,0,3.0912897554199867,6,2.5399476141484936,4,13,11,481994.81,103573.13,0.0,1,Jilin University,Other,628,859,161.0,Professor,1.0,6,,,,,,
5959,1_36,2013,2,2011,36,2008,1,1,Male,1,CHEMISTRY,Qilu University of Technology,Clemson University,USA,USA,6.978316194092865,5,5,4.882425670583409,0.8663316656362452,0,0.8825847912904701,0,1.754881607153634,0,1.493213753513659,0,0,0,0.0,432132.38,0.0,1,Jilin University,Other,628,859,161.0,Professor,1.0,2,,,,,,
5960,1_36,2016,2,2011,36,2008,1,1,Male,1,CHEMISTRY,Qilu University of Technology,Clemson University,USA,USA,8.493334642749225,12,10,5.72331860871002,0.610690406499837,0,0.6243064144384798,0,2.8560365729016297,5,2.429054762171572,1,15,13,505556.88,171304.42,0.0,1,Jilin University,Other,628,859,161.0,Professor,1.0,5,,,,,,
5961,1_36,2011,2,2011,36,2008,0,0,Male,1,CHEMISTRY,Qilu University of Technology,Clemson University,USA,USA,3.0,3,3,2.0,2.0,2,2.0,2,0.0,0,0.0,0,0,0,0.0,0.0,0.0,1,Jilin University,Other,628,859,161.0,Professor,1.0,0,,,,,,
5962,1_36,2014,2,2011,36,2008,1,1,Male,1,CHEMISTRY,Qilu University of Technology,Clemson University,USA,USA,7.5118202363466615,7,7,5.154143906206597,0.7235575080411251,1,0.7588817867395026,1,2.053434205377541,0,1.6976371329595419,0,0,0,0.0,536490.13,0.0,1,Jilin University,Other,628,859,161.0,Professor,1.0,3,,,,,,
5963,1_36,2018,2,2011,36,2008,1,1,Male,1,CHEMISTRY,Qilu University of Technology,Clemson University,USA,USA,9.374170415449603,21,18,6.0912685359627385,0.5956091378270852,0,0.5844859632044357,0,3.289441415282174,8,2.664825558512084,5,11,6,161582.72,128481.91,0.0,1,Jilin University,Other,628,859,161.0,Professor,1.0,7,,,,,,
